Cusip,State,Description,Coupon,Maturity Date,Next Call Date,Moody's Rating,S&P Rating,Price Bid,Price Ask,Yield Bid,Ask Yield to Worst,Ask Yield to Maturity,Quantity Bid(min),Quantity Ask(min),Attributes
="00724PAD1","N/A","ADOBE INC           NOTE CALL MAKE WHOLE2.30000% 02/01/2030","2.300","02/01/2030","11/01/2029","A2","A+","91.959","92.150","3.531","3.500","3.500","500(2)","7(7)",IE SFP D 
="20030NDA6","N/A","COMCAST CORP NEW    NOTE CALL MAKE WHOLE2.65000% 02/01/2030","2.650","02/01/2030","11/01/2029","A3","A-","92.706","92.900","3.777","3.746","3.746","250(10)","500(2)",IE SFP D 
="20402CAA3","N/A","COMMUNITY           PRESERVATION CORP   2.86700% 02/01/2030 SER 2020 BOND       CALL MAKE WHOLE","2.867","02/01/2030","11/01/2029","--","AA-","N/A","94.030","N/A","3.790","3.790","N/A(N/A)","106(5)",SFP 
="26442CBA1","N/A","DUKE ENERGY         CAROLINAS LLC BOND  2.45000% 02/01/2030 CALL MAKE WHOLE","2.450","02/01/2030","11/01/2029","AA3","A","92.208","92.360","3.648","3.624","3.624","250(10)","250(5)",IE SFP D 
="842434CU4","N/A","SOUTHERN CALIF GAS  CO SER XX BOND      2.55000% 02/01/2030 CALL MAKE WHOLE","2.550","02/01/2030","11/01/2029","AA3","A+","93.012","93.252","3.623","3.585","3.585","575(1)","250(5)",IE SFP D 
="907818FH6","N/A","UNION PAC CORP      NOTE CALL MAKE WHOLE2.40000% 02/05/2030","2.400","02/05/2030","11/05/2029","A3","A-","92.118","92.431","3.609","3.558","3.558","100(10)","10(10)",IE SFP D 
="38141GXG4","N/A","GOLDMAN SACHS GROUP INC NOTE            2.60000% 02/07/2030 CALL MAKE WHOLE     ISIN #US38141GXG45","2.600","02/07/2030","11/07/2029","A2","BBB+","88.875","89.259","4.353","4.288","4.288","250(250)","120(2)",IE SFP D 
="89236TGU3","N/A","TOYOTA MTR CR CORP  SER B MTN           2.15000% 02/13/2030 CALL MAKE WHOLE","2.150","02/13/2030","N/A","A1","A+","90.127","90.343","3.663","3.628","3.628","200(10)","75(2)",IE SFP D 
="032095AJ0","N/A","AMPHENOL CORP       NOTE CALL MAKE WHOLE2.80000% 02/15/2030","2.800","02/15/2030","11/15/2029","A3","BBB+","91.365","91.680","4.147","4.095","4.095","50(15)","500(2)",IE SFP D 
="26884ABM4","N/A","ERP OPER LTD        PARTNERSHIP NOTE    2.50000% 02/15/2030 CALL MAKE WHOLE","2.500","02/15/2030","11/15/2029","A3","A-","90.203","90.565","4.021","3.961","3.961","100(10)","3(3)",IE SFP D 
="57284PAA9","N/A","MARSHFIELD CLINIC   HLTH SYS INC        2.70300% 02/15/2030 SER 2020 BOND       CALL MAKE WHOLE","2.703","02/15/2030","08/15/2029","--","AA","86.432","89.957","4.877","4.277","4.277","200(5)","8,000(500)",IE SFP D 
="63743FA55","N/A","NATIONAL RURAL UTILSCOOP FIN            3.00000% 02/15/2030 SER INTERS NOTE","3.000","02/15/2030","--","A2","A-","92.801","95.212","4.113","3.730","3.730","50(1)","31(1)",IE CP SFP D SO 
="63743FF43","N/A","NATIONAL RURAL UTILSCOOP FIN MTN        3.30000% 02/15/2030","3.300","02/15/2030","--","A2","A-","95.062","99.612","4.062","3.358","3.358","100(10)","4(4)",IE CP SFP D SO 
="87612EBJ4","N/A","TARGET CORP         NOTE CALL MAKE WHOLE2.35000% 02/15/2030","2.350","02/15/2030","11/15/2029","A2","A","92.443","92.775","3.500","3.447","3.447","160(2)","225(15)",IE SFP D 
="891490AT1","N/A","TOSCO CORP          NOTE CALL MAKE WHOLE8.12500% 02/15/2030","8.125","02/15/2030","N/A","A3","A-","124.595","125.179","4.271","4.191","4.191","50(5)","175(10)",IE SFP D 
="931142BF9","N/A","WALMART INC         NOTE                7.55000% 02/15/2030","7.550","02/15/2030","N/A","AA2","AA","126.753","127.487","3.481","3.384","3.384","50(5)","250(10)",IE SFP D 
="031162CU2","N/A","AMGEN INC           NOTE CALL MAKE WHOLE2.45000% 02/21/2030","2.450","02/21/2030","11/21/2029","BAA1","A-","91.364","91.525","3.776","3.750","3.750","250(5)","500(2)",IE SFP D 
="606822BR4","N/A","MITSUBISHI UFJ      FINANCIAL GROUP NOTE2.55900% 02/25/2030","2.559","02/25/2030","N/A","A1","A-","87.561","88.575","4.520","4.349","4.349","250(200)","500(200)",IE SFP D 
="05348EBG3","N/A","AVALONBAY CMNTYS INCMTN CALL MAKE WHOLE 2.30000% 03/01/2030","2.300","03/01/2030","12/01/2029","A3","A-","89.222","89.906","3.961","3.849","3.849","100(10)","250(5)",IE SFP D 
="202795JR2","N/A","COMMONWEALTH EDISON CO SER 128 BOND     2.20000% 03/01/2030 CALL MAKE WHOLE","2.200","03/01/2030","12/01/2029","A1","A","90.419","90.950","3.659","3.574","3.574","200(2)","82(10)",IE SFP D 
="23338VAK2","N/A","DTE ELEC CO         SER 2020 A BOND     2.25000% 03/01/2030 CALL MAKE WHOLE","2.250","03/01/2030","12/01/2029","AA3","A","91.130","91.378","3.598","3.558","3.558","200(2)","100(10)",IE SFP D 
="74432QCG8","N/A","PRUDENTIAL FINL INC SER E MTN           2.10000% 03/10/2030 CALL MAKE WHOLE","2.100","03/10/2030","12/10/2029","A3","A","88.143","88.394","3.919","3.878","3.878","491(1)","168(5)",IE SFP D 
="89788KAA4","N/A","TRUIST BANK GLOBAL  NOTE                2.25000% 03/11/2030","2.250","03/11/2030","12/11/2029","A2","A-","86.347","86.602","4.380","4.337","4.337","250(250)","400(250)",IE SFP D 
="084664CU3","N/A","BERKSHIRE HATHAWAY  FIN CORP NOTE       1.85000% 03/12/2030 CALL MAKE WHOLE","1.850","03/12/2030","12/12/2029","AA2","AA","89.244","89.473","3.471","3.434","3.434","174(2)"," 669(5)",IE SFP D 
="125523CL2","N/A","CIGNA CORP NEW      NOTE CALL MAKE WHOLE2.40000% 03/15/2030","2.400","03/15/2030","12/15/2029","BAA1","A-","89.942","90.047","3.942","3.925","3.925","250(10)","1,500(10)",IE SFP D 
="38141GXH2","N/A","GOLDMAN SACHS GROUP INC NOTE            3.80000% 03/15/2030 CALL MAKE WHOLE","3.800","03/15/2030","12/15/2029","A2","BBB+","96.540","96.875","4.338","4.285","4.285","250(250)","500(2)",IE SFP D 
="63743FVX1","N/A","NATIONAL RURAL UTILSCOOP FIN MTN        3.70000% 03/15/2030","3.700","03/15/2030","--","A2","A-","96.559","99.841","4.229","3.724","3.724","50(1)","3(3)",IE CP SFP D SO 
="637432NV3","N/A","NATIONAL RURAL UTILSCOOP FIN BOND       2.40000% 03/15/2030 CALL MAKE WHOLE","2.400","03/15/2030","12/15/2029","A1","A-","90.630","90.884","3.830","3.789","3.789","1,000(100)","248(2)",IE SFP D 
="678858BU4","N/A","OKLAHOMA GAS &ELEC  CO NOTE             3.30000% 03/15/2030 CALL MAKE WHOLE","3.300","03/15/2030","09/15/2029","A3","A-","95.413","95.627","4.004","3.971","3.971","100(10)","44(10)",IE SFP D 
="854502AL5","N/A","STANLEY BLACK &DECKER INC NOTE    2.30000% 03/15/2030 CALL MAKE WHOLE","2.300","03/15/2030","12/15/2029","BAA1","A","88.975","89.606","3.993","3.890","3.890","250(10)","138(10)",IE SFP D 
="906548CR1","N/A","UNION ELEC CO       BOND CALL MAKE WHOLE2.95000% 03/15/2030","2.950","03/15/2030","12/15/2029","A2","A","94.808","95.031","3.740","3.705","3.705","100(2)","250(10)",IE SFP D 
="30231GBK7","N/A","EXXON MOBIL CORP    NOTE CALL MAKE WHOLE3.48200% 03/19/2030","3.482","03/19/2030","12/19/2029","AA2","AA-","99.935","100.050","3.491","3.474","3.474","250(5)","500(2)",IE SFP D 
="713448ES3","N/A","PEPSICO INC         NOTE CALL MAKE WHOLE2.75000% 03/19/2030","2.750","03/19/2030","12/19/2029","A1","A+","96.003","96.129","3.348","3.329","3.329","250(5)","75(2)",IE SFP D 
="254687FQ4","N/A","DISNEY WALT CO      NOTE CALL MAKE WHOLE3.80000% 03/22/2030","3.800","03/22/2030","N/A","A2","BBB+","100.517","101.008","3.721","3.647","3.647","250(10)","500(2)",IE SFP D 
="808513BC8","N/A","SCHWAB CHARLES CORP NOTE CALL MAKE WHOLE4.62500% 03/22/2030","4.625","03/22/2030","12/22/2029","A2","A","104.611","105.020","3.900","3.838","3.859","100(10)","400(20)",IE SFP D 
="59156RBZ0","N/A","METLIFE INC         NOTE CALL MAKE WHOLE4.55000% 03/23/2030","4.550","03/23/2030","12/23/2029","A3","A-","104.390","104.805","3.861","3.798","3.818","250(2)","2(2)",IE SFP D 
="278865BE9","N/A","ECOLAB INC          NOTE CALL MAKE WHOLE4.80000% 03/24/2030","4.800","03/24/2030","12/24/2029","A3","A-","107.374","107.512","3.652","3.632","3.663","100(10)","7(7)",IE SFP D 
="191216CT5","N/A","COCA COLA CO        NOTE CALL MAKE WHOLE3.45000% 03/25/2030","3.450","03/25/2030","N/A","A1","A+","100.826","101.045","3.326","3.294","3.294","116(2)","15(15)",IE SFP D 
="458140BR0","N/A","INTEL CORP          NOTE CALL MAKE WHOLE3.90000% 03/25/2030","3.900","03/25/2030","12/25/2029","A1","A+","101.245","101.491","3.706","3.668","3.674","100(10)","6(6)",IE SFP D 
="742718FH7","N/A","PROCTER &GAMBLE CO  NOTE CALL MAKE WHOLE3.00000% 03/25/2030","3.000","03/25/2030","N/A","AA3","AA-","98.583","98.811","3.210","3.176","3.176","240(10)","500(2)",IE SFP D 
="494368CB7","N/A","KIMBERLY-CLARK CORP NOTE CALL MAKE WHOLE3.10000% 03/26/2030","3.100","03/26/2030","12/26/2029","A2","A","97.541","97.948","3.469","3.407","3.407","490(10)","300(2)",IE SFP D 
="57636QAP9","N/A","MASTERCARD          INCORPORATED NOTE   3.35000% 03/26/2030 CALL MAKE WHOLE","3.350","03/26/2030","12/26/2029","A1","A+","99.303","99.542","3.454","3.418","3.418","127(2)","14(14)",IE SFP D 
="743315AW3","N/A","PROGRESSIVE CORP    NOTE CALL MAKE WHOLE3.20000% 03/26/2030","3.200","03/26/2030","12/26/2029","A2","A","95.856","96.615","3.830","3.712","3.712","250(10)","250(10)",IE SFP D 
="039482AB0","N/A","ARCHER DANIELS      MIDLAND CO NOTE     3.25000% 03/27/2030 CALL MAKE WHOLE","3.250","03/27/2030","12/27/2029","A2","A","97.915","98.359","3.563","3.496","3.496","500(10)","142(10)",IE SFP D 
="654106AK9","N/A","NIKE INC            NOTE CALL MAKE WHOLE2.85000% 03/27/2030","2.850","03/27/2030","12/27/2029","A1","AA-","96.111","96.139","3.432","3.428","3.428","400(10)","2,000(10)",IE SFP D 
="404280CF4","N/A","HSBC HLDGS PLC      NOTE                4.95000% 03/31/2030","4.950","03/31/2030","N/A","A3","A-","101.084","101.772","4.778","4.671","4.671","200(200)","250(200)",IE SFP D 
="001055BJ0","N/A","AFLAC INC           NOTE CALL MAKE WHOLE3.60000% 04/01/2030","3.600","04/01/2030","01/01/2030","A3","A-","98.510"," 98.921","3.826","3.763","3.763","100(10)","250(2)",IE SFP D 
="20030NDG3","N/A","COMCAST CORP NEW    NOTE CALL MAKE WHOLE3.40000% 04/01/2030","3.400","04/01/2030","01/01/2030","A3","A-","97.619","97.803","3.760","3.732","3.732","250(2)","500(2)",IE SFP D 
="209111FX6","N/A","CONSOLIDATED EDISON CO N Y INC SER 2020A3.35000% 04/01/2030 BOND CALL MAKE WHOLE","3.350","04/01/2030","01/01/2030","BAA1","A-","97.236","97.866","3.768","3.672","3.672","250(250)","250(10)",IE SFP D 
="369550BM9","N/A","GENERAL DYNAMICS    CORP NOTE           3.62500% 04/01/2030 CALL MAKE WHOLE","3.625","04/01/2030","01/01/2030","A3","A-","100.488","100.840","3.549","3.495","3.499","50(10)","3(3)",IE SFP D 
="67021CAP2","N/A","NSTAR ELEC CO       BOND CALL MAKE WHOLE3.95000% 04/01/2030","3.950","04/01/2030","01/01/2030","A1","A","101.582","101.745","3.704","3.679","3.686","100(10)","772(2)",IE SFP D 
="67066GAF1","N/A","NVIDIA CORPORATION  NOTE CALL MAKE WHOLE2.85000% 04/01/2030","2.850","04/01/2030","01/01/2030","A2","A","95.475","95.946","3.529","3.457","3.457","250(5)","30(9)",IE SFP D 
="677415CS8","N/A","OHIO PWR CO         SER P NOTE          2.60000% 04/01/2030 CALL MAKE WHOLE","2.600","04/01/2030","01/01/2030","A3","A-","91.203","91.820","3.942","3.843","3.843","200(5)","100(5)",IE SFP D 
="678858BV2","N/A","OKLAHOMA GAS &ELEC  CO NOTE             3.25000% 04/01/2030 CALL MAKE WHOLE","3.250","04/01/2030","10/01/2029","A3","A-","94.888","95.431","4.032","3.947","3.947","100(10)","200(15)",IE SFP D 
="717081EW9","N/A","PFIZER INC          NOTE CALL MAKE WHOLE2.62500% 04/01/2030","2.625","04/01/2030","01/01/2030","A2","A+","95.176","95.432","3.344","3.305","3.305","250(5)","250(5)",IE SFP D 
="754730AG4","N/A","RAYMOND JAMES FINL  INC NOTE            4.65000% 04/01/2030 CALL MAKE WHOLE","4.650","04/01/2030","01/01/2030","A3","BBB+","102.671","102.924","4.226","4.187","4.199","250(10)","509(2)",IE SFP D 
="89236TGY5","N/A","TOYOTA MTR CR CORP  SER B MTN           3.37500% 04/01/2030 CALL MAKE WHOLE","3.375","04/01/2030","N/A","A1","A+","98.075","98.348","3.665","3.623","3.623","250(10)","75(2)",IE SFP D 
="911312BY1","N/A","UNITED PARCEL SVCS  INC NOTE            4.45000% 04/01/2030 CALL MAKE WHOLE","4.450","04/01/2030","01/01/2030","A2","A","106.582","106.925","3.436","3.385","3.414","100(10)","500(2)",IE SFP D 
="04686JAB7","N/A","ATHENE HOLDING LTD  NOTE CALL MAKE WHOLE6.15000% 04/03/2030","6.150","04/03/2030","01/03/2030","BAA1","A-","104.880","105.064","5.344","5.314","5.335","200(200)","500(2)",IE SFP D 
="10373QBL3","N/A","BP CAP MKTS AMER INCNOTE CALL MAKE WHOLE3.63300% 04/06/2030","3.633","04/06/2030","01/06/2030","A2","A-","99.351","99.414","3.730","3.721","3.721","250(5)","75(1)",IE SFP D 
="29446MAF9","N/A","EQUINOR ASA         NOTE CALL MAKE WHOLE3.12500% 04/06/2030","3.125","04/06/2030","01/06/2030","AA2","AA-","96.523","96.684","3.648","3.623","3.623","250(5)","88(10)",IE SFP D 
="822582CG5","N/A","SHELL INTERNATIONAL FIN BV NOTE         2.75000% 04/06/2030 CALL MAKE WHOLE","2.750","04/06/2030","01/06/2030","AA2","A+","94.100","94.344","3.638","3.600","3.600","250(1)","14(14)",IE SFP D 
="056752AR9","N/A","BAIDU INC           NOTE CALL MAKE WHOLE3.42500% 04/07/2030 ISIN #US056752AR92  SEDOL #BM8Z7Y3","3.425","04/07/2030","01/07/2030","A3","--","91.027","93.048","4.838","4.506","4.506","200(200)","200(200)",IE SFP D 
="149123CH2","N/A","CATERPILLAR INC     NOTE CALL MAKE WHOLE2.60000% 04/09/2030","2.600","04/09/2030","01/09/2030","A2","A","94.610","94.876","3.403","3.362","3.362"," 863(10)","14(14)",IE SFP D 
="09857LAR9","N/A","BOOKING HOLDINGS INCNOTE CALL MAKE WHOLE4.62500% 04/13/2030","4.625","04/13/2030","01/13/2030","A3","A-","103.272","103.612","4.110","4.058","4.072","500(10)","75(2)",IE SFP D 
="74435KAA3","N/A","PRUDENTIAL PLC      NOTE                3.12500% 04/14/2030","3.125","04/14/2030","N/A","A2","A","93.342","93.713","4.144","4.085","4.085","150(10)","500(10)",IE SFP D 
="11271LAE2","N/A","BROOKFIELD FIN INC  NOTE CALL MAKE WHOLE4.35000% 04/15/2030","4.350","04/15/2030","01/15/2030","BAA1","A-","98.304","98.853","4.613","4.527","4.527","250(10)","200(20)",IE SFP D 
="244199BJ3","N/A","DEERE &CO           NOTE CALL MAKE WHOLE3.10000% 04/15/2030","3.100","04/15/2030","01/15/2030","A2","A","97.879","98.130","3.415","3.377","3.377","250(5)","225(10)",IE SFP D 
="26875PAU5","N/A","EOG RES INC         NOTE CALL MAKE WHOLE4.37500% 04/15/2030","4.375","04/15/2030","01/15/2030","A3","A-","104.379","104.762","3.697","3.639","3.659","250(5)","75(2)",IE SFP D 
="29670GAD4","N/A","ESSENTIAL UTILS INC NOTE CALL MAKE WHOLE2.70400% 04/15/2030","2.704","04/15/2030","01/15/2030","BAA2","A-","89.596","89.789","4.306","4.274","4.274","250(2)","735(2)",IE SFP D 
="437076CB6","N/A","HOME DEPOT INC      NOTE CALL MAKE WHOLE2.70000% 04/15/2030","2.700","04/15/2030","01/15/2030","A2","A","94.911","94.950","3.458","3.452","3.452","14(2)","500(2)",IE SFP D 
="29736RAQ3","N/A","LAUDER ESTEE COS INCNOTE CALL MAKE WHOLE2.60000% 04/15/2030","2.600","04/15/2030","01/15/2030","A1","A+","93.878","94.216","3.514","3.462","3.462","250(10)","22(2)",IE SFP D 
="63743FWB8","N/A","NATIONAL RURAL UTILSCOOP FIN MTN 3.50000% 04/15/2030","3.500","04/15/2030","--","A2","A-","96.184","98.461","4.078","3.730","3.730","50(1)","9(1)",IE CP SFP D SO 
="63743FWF9","N/A","NATIONAL RURAL UTILSCOOP FIN MTN        3.50000% 04/15/2030","3.500","04/15/2030","--","A2","A-","96.163","97.910","4.082","3.814","3.814","50(1)","15(5)",IE CP SFP D SO 
="74340XBM2","N/A","PROLOGIS L P        NOTE CALL MAKE WHOLE2.25000% 04/15/2030","2.250","04/15/2030","01/15/2030","A3","A-","90.063","90.536","3.748","3.672","3.672","250(5)","30(2)",IE SFP D 
="778296AD5","N/A","ROSS STORES INC     NOTE CALL MAKE WHOLE4.80000% 04/15/2030","4.800","04/15/2030","01/15/2030","A2","BBB+","102.132","103.154","4.460","4.300","4.313","10(2)","257(10)",IE SFP D 
="872540AT6","N/A","TJX COS INC NEW     NOTE CALL MAKE WHOLE3.87500% 04/15/2030","3.875","04/15/2030","01/15/2030","A2","A","101.066","101.821","3.710","3.594","3.601","500(10)","250(2)",IE SFP D 
="92826CAM4","N/A","VISA INC            NOTE CALL MAKE WHOLE2.05000% 04/15/2030","2.050","04/15/2030","01/15/2030","AA3","AA-","91.399","91.619","3.325","3.291","3.291","100(10)","69(10)",IE SFP D 
="98459LAB9","N/A","YALE UNIV MTN BE    SER 2020A BOND      1.48200% 04/15/2030 CALL MAKE WHOLE","1.482","04/15/2030","01/15/2030","AAA","AAA","86.538","87.829","3.491","3.284","3.284","276(1)","784(10)",IE SFP D 
="88579YBN0","N/A","3M CO               NOTE CALL MAKE WHOLE3.05000% 04/15/2030","3.050","04/15/2030","01/15/2030","A1","A+","95.617","95.775","3.709","3.685","3.685","250(5)","500(2)",IE SFP D 
="22160KAP0","N/A","COSTCO WHOLESALE    CORPORATION NOTE    1.60000% 04/20/2030 CALL MAKE","1.600","04/20/2030","01/20/2030","AA3","A+","88.105","88.289","3.364","3.335","3.335","380(2)","500(10)",IE SFP D 
="918204BC1","N/A","V F CORP            NOTE CALL MAKE WHOLE2.95000% 04/23/2030","2.950","04/23/2030","01/23/2030","BAA1","A-","90.980","91.212","4.337","4.299","4.299","300(5)","500(10)",IE SFP D 
="25243YBD0","N/A","DIAGEO CAP PLC      NOTE CALL MAKE WHOLE2.00000% 04/29/2030","2.000","04/29/2030","01/29/2030","A3","A-","89.427","89.755","3.576","3.524","3.524","500(200)","205(200)",IE SFP D 
="09247XAQ4","N/A","BLACKROCK INC       NOTE CALL MAKE WHOLE2.40000% 04/30/2030","2.400","04/30/2030","01/30/2030","AA3","AA-","91.263","91.527","3.709","3.667","3.667","225(10)","26(2)",IE SFP D 
="03040WAW5","N/A","AMERICAN WTR CAP    CORP SR NOTE        2.80000% 05/01/2030 CALL MAKE WHOLE","2.800","05/01/2030","02/01/2030","BAA1","A","93.066","93.266","3.844","3.812","3.812","100(1)","300(1)",IE SFP D 
="05724BAA7","N/A","BAKER HUGHES HLDGS  LLC / BAKER NOTE    4.48600% 05/01/2030 CALL MAKE WHOLE","4.486","05/01/2030","02/01/2030","A3","A-","101.353","101.657","4.273","4.225","4.232","250(2)","327(2)",IE SFP D 
="641423CD8","N/A","NEVADA POWER CO     SER DD NOTE         2.40000% 05/01/2030 CALL MAKE WHOLE","2.400","05/01/2030","02/01/2030","A2","A+","90.441","90.991","3.839","3.751","3.751","250(10)","250(10)",IE SFP D 
="665859AV6","N/A","NORTHERN TR CORP    NOTE                1.95000% 05/01/2030","1.950","05/01/2030","02/01/2030","A2","A+","87.897","88.325","3.767","3.698","3.698","250(2)","75(2)",IE SFP D 
="713448EZ7","N/A","PEPSICO INC         NOTE CALL MAKE WHOLE1.62500% 05/01/2030","1.625","05/01/2030","02/01/2030","A1","A+","88.540","88.762","3.315","3.280","3.280","300(10)","250(5)",IE SFP D 
="718172CP2","N/A","PHILIP MORRIS INTL  INC NOTE            2.10000% 05/01/2030 CALL MAKE WHOLE","2.100","05/01/2030","02/01/2030","A2","A","83.364","83.714","4.687","4.626","4.626","50(10)","500(10)",IE SFP D 
="882508BJ2","N/A","TEXAS INSTRS INC    NOTE CALL MAKE WHOLE1.75000% 05/04/2030","1.750","05/04/2030","02/04/2030","AA3","A+","89.068","89.445","3.364","3.305","3.305","50(15)","5(5)",IE SFP D 
="02209SBJ1","N/A","ALTRIA GROUP INC    NOTE CALL MAKE WHOLE3.40000% 05/06/2030","3.400","05/06/2030","02/06/2030","A3","BBB","88.772","89.236","5.175","5.097","5.097","100(10)","233(10)",IE SFP D 
="02364WBJ3","N/A","AMERICA MOVIL SAB DECV NOTE             2.87500% 05/07/2030 CALL MAKE WHOLE","2.875","05/07/2030","02/07/2030","BAA1","A-","N/A","92.893","N/A","3.947","3.947","N/A(N/A)","223(223)",IE SFP 
="037833DU1","N/A","APPLE INC           NOTE CALL MAKE WHOLE1.65000% 05/11/2030","1.650","05/11/2030","02/11/2030","AAA","AA+","88.499","88.888","3.343","3.282","3.282","100(2)","13(13)",IE SFP D 
="166764BY5","N/A","CHEVRON CORPORATION NOTE CALL MAKE WHOLE2.23600% 05/11/2030","2.236","05/11/2030","02/11/2030","AA2","AA-","91.589","92.094","3.481","3.402","3.402","500(5)","250(250)",IE SFP D 
="009158BC9","N/A","AIR PRODUCTS AND    CHEMICALS INC NOTE  2.05000% 05/15/2030 CALL MAKE WHOLE","2.050","05/15/2030","02/15/2030","A2","A","90.604","90.727","3.436","3.417","3.417","250(10)","36(2)",IE SFP D 
="037389BE2","N/A","AON CORP            NOTE CALL MAKE WHOLE2.80000% 05/15/2030","2.800","05/15/2030","02/15/2030","BAA2","A-","91.038","91.225","4.160","4.130","4.130","100(10)","13(2)",IE SFP D 
="133131AZ5","N/A","CAMDEN PPTY TR      NOTE CALL MAKE WHOLE2.80000% 05/15/2030","2.800","05/15/2030","02/15/2030","A3","A-","91.936","92.022","4.017","4.003","4.003","500(2)","100(2)",IE SFP D 
="244199AZ8","N/A","DEERE &CO           BOND                8.10000% 05/15/2030","8.100","05/15/2030","--","A2","A","129.771","131.055","3.666","3.504","3.504","43(1)","3(1)",IE CP SFP D 
="036752AN3","N/A","ELEVANCE HEALTH INC NOTE CALL MAKE WHOLE2.25000% 05/15/2030","2.250","05/15/2030","02/15/2030","BAA2","A","88.961","89.250","3.909","3.862","3.862","500(10)","500(1)",IE SFP D 
="38141EQ36","N/A","GOLDMAN SACHS GROUP INC MTN             5.15000% 05/15/2030","5.150","05/15/2030","--","A2","BBB+","101.224","103.987","4.960","4.541","4.541","50(1)","3(3)",IE CP SFP D SO 
="459200KJ9","N/A","INTERNATIONAL       BUSINESS MACHS NOTE 1.95000% 05/15/2030 CALL MAKE WHOLE","1.950","05/15/2030","02/15/2030","A3","A-","87.117","87.500","3.884","3.822","3.822","500(100)","500(100)",IE SFP D 
="540424AT5","N/A","LOEWS CORP          NOTE CALL MAKE WHOLE3.20000% 05/15/2030","3.200","05/15/2030","02/15/2030","A3","A","93.667","94.261","4.161","4.067","4.067","100(10)","250(5)",IE SFP D 
="68233JBU7","N/A","ONCOR ELEC DELIVERY CO LLC SER B NOTE   2.75000% 05/15/2030 CALL MAKE WHOLE","2.750","05/15/2030","02/15/2030","A2","A+","94.929","95.225","3.500","3.455","3.455","100(10)","225(10)",IE SFP D 
="68235PAH1","N/A","ONE GAS INC         NOTE CALL MAKE WHOLE2.00000% 05/15/2030","2.000","05/15/2030","02/15/2030","A3","BBB+","85.445","85.969","4.213","4.126","4.126","50(2)","175( 2)",IE SFP D 
="91324PDX7","N/A","UNITEDHEALTH GROUP  INC NOTE            2.00000% 05/15/2030 CALL MAKE WHOLE","2.000","05/15/2030","02/15/2030","A3","A+","89.831","89.896","3.504","3.494","3.494","500(2)","10(10)",IE SFP D 
="747525BK8","N/A","QUALCOMM INC        NOTE CALL MAKE WHOLE2.15000% 05/20/2030","2.150","05/20/2030","02/20/2030","A2","A","91.688","91.963","3.371","3.329","3.329","50(10)","100(5)",IE SFP D 
="29446MAK8","N/A","EQUINOR ASA         NOTE CALL MAKE WHOLE2.37500% 05/22/2030","2.375","05/22/2030","02/22/2030","AA2","AA-","91.463","91.523","3.642","3.632","3.632","225(10)","10(10)",IE SFP D 
="05971KAF6","N/A","BANCO SANTANDER S.A.NOTE                3.49000% 05/28/2030","3.490","05/28/2030","N/A","BAA1","A-","90.398","90.840","4.988","4.915","4.915","200(200)","200(200)",IE SFP D 
="717081EY5","N/A","PFIZER INC          NOTE CALL MAKE WHOLE1.70000% 05/28/2030","1.700","05/28/2030","02/28/2030","A2","A+","88.903","89.200","3.323","3.277","3.277","100(5)","75(2)",IE SFP D 
="038222AN5","N/A","APPLIED MATLS INC   NOTE CALL MAKE WHOLE1.75000% 06/01/2030","1.750","06/01/2030","03/01/2030","A2","A","87.669","88.114","3.570","3.499","3.499","250(10)","75(2)",IE SFP D 
="191216CV0","N/A","COCA COLA CO        NOTE CALL MAKE WHOLE1.65000% 06/01/2030","1.650","06/01/2030","03/01/2030","A1","A+","88.405","88.674","3.346","3.304","3.304","500(2)","100(2)",IE SFP D 
="26442EAH3","N/A","DUKE ENERGY OHIO INCBOND CALL MAKE WHOLE2.12500% 06/01/2030","2.125","06/01/2030","03/01/2030","A2","A","87.722","87.835","3.965","3.947","3.947","100(10)","7(2)",IE SFP D 
="30037DAA3","N/A","EVERGY METRO INC    SER 2020 BOND       2.25000% 06/01/2030 CALL MAKE WHOLE","2.250","06/01/2030","03/01/2030","A2","A+","89.590","89.943","3.800","3.744","3.744","15(2)","100(10)",IE SFP D 
="427866BE7","N/A","HERSHEY CO          NOTE CALL MAKE WHOLE1.70000% 06/01/2030","1.700","06/01/2030","03/01/2030","A1","A","87.237","87.900","3.585","3.479","3.479","15(2)","200(5)",IE SFP D 
="438516BZ8","N/A","HONEYWELL INTL INC  NOTE CALL MAKE WHOLE1.95000% 06/01/2030","1.950","06/01/2030","03/01/2030","A2","A","89.967","90.286","3.422","3.373","3.373","250(5)","500( 10)",IE SFP D 
="461070AS3","N/A","INTERSTATE PWR &LT  CO BOND             2.30000% 06/01/2030 CALL MAKE WHOLE","2.300","06/01/2030","03/01/2030","BAA1","A-","88.316","88.763","4.057","3.985","3.985","100(5)","160(2)",IE SFP D 
="670346AS4","N/A","NUCOR CORP          NOTE CALL MAKE WHOLE2.70000% 06/01/2030","2.700","06/01/2030","03/01/2030","BAA1","A-","89.141","90.066","4.352","4.202","4.202","75(2)","200(5)",IE SFP D 
="70450YAH6","N/A","PAYPAL HLDGS INC    NOTE CALL MAKE WHOLE2.30000% 06/01/2030","2.300","06/01/2030","03/01/2030","A3","A-","89.762","90.024","3.826","3.785","3.785","500(10)","100(5)",IE SFP D 
